Entity,Code,Year,Prevalence - Eating disorders - Sex: Both - Age: 20 to 24 (Percent),Prevalence - Eating disorders - Sex: Both - Age: 10 to 14 (Percent),Prevalence - Eating disorders - Sex: Both - Age: All Ages (Percent),Prevalence - Eating disorders - Sex: Both - Age: 30 to 34 (Percent),Prevalence - Eating disorders - Sex: Both - Age: 25 to 29 (Percent),Prevalence - Eating disorders - Sex: Both - Age: 5-14 years (Percent),Prevalence - Eating disorders - Sex: Both - Age: 50-69 years (Percent),Prevalence - Eating disorders - Sex: Both - Age: Age-standardized (Percent),Prevalence - Eating disorders - Sex: Both - Age: 70+ years (Percent),Prevalence - Eating disorders - Sex: Both - Age: 15 to 19 (Percent)
San Marino,SMR,2001,1.39,0.37,0.53,1.18,1.36,0.2,0,0.57,0,1.05
San Marino,SMR,2002,1.4,0.38,0.54,1.2,1.38,0.2,0,0.57,0,1.06
San Marino,SMR,2003,1.41,0.38,0.54,1.22,1.39,0.2,0,0.58,0,1.07
San Marino,SMR,2004,1.43,0.38,0.54,1.23,1.4,0.2,0,0.59,0,1.09
San Marino,SMR,2005,1.44,0.39,0.54,1.24,1.42,0.21,0,0.59,0,1.09
San Marino,SMR,2006,1.44,0.39,0.54,1.25,1.42,0.21,0,0.6,0,1.1
San Marino,SMR,2007,1.45,0.39,0.54,1.26,1.43,0.21,0,0.6,0,1.1
San Marino,SMR,2008,1.45,0.39,0.54,1.27,1.43,0.21,0,0.6,0,1.11
San Marino,SMR,2009,1.46,0.4,0.54,1.27,1.44,0.21,0,0.61,0,1.11
San Marino,SMR,2010,1.46,0.4,0.53,1.27,1.44,0.22,0,0.61,0,1.11
San Marino,SMR,2011,1.45,0.39,0.52,1.27,1.43,0.21,0,0.6,0,1.1
San Marino,SMR,2012,1.43,0.39,0.51,1.25,1.41,0.21,0,0.59,0,1.09
San Marino,SMR,2013,1.4,0.39,0.5,1.22,1.38,0.21,0,0.58,0,1.07
San Marino,SMR,2014,1.38,0.38,0.49,1.21,1.35,0.21,0,0.58,0,1.06
San Marino,SMR,2015,1.37,0.38,0.48,1.19,1.34,0.21,0,0.57,0,1.04
San Marino,SMR,2016,1.36,0.37,0.48,1.18,1.33,0.21,0,0.57,0,1.04
San Marino,SMR,2017,1.35,0.37,0.47,1.17,1.32,0.21,0,0.56,0,1.04
San Marino,SMR,2018,1.35,0.37,0.46,1.16,1.31,0.21,0,0.56,0,1.04
San Marino,SMR,2019,1.33,0.37,0.46,1.15,1.3,0.21,0,0.56,0,1.04
Sao Tome and Principe,STP,1990,0.25,0.07,0.1,0.24,0.25,0.03,0,0.1,0,0.2
Sao Tome and Principe,STP,1991,0.25,0.07,0.1,0.24,0.25,0.03,0,0.1,0,0.2
Sao Tome and Principe,STP,1992,0.25,0.07,0.1,0.24,0.24,0.03,0,0.1,0,0.2
Sao Tome and Principe,STP,1993,0.25,0.07,0.1,0.24,0.24,0.03,0,0.1,0,0.2
Sao Tome and Principe,STP,1994,0.25,0.07,0.1,0.24,0.24,0.03,0,0.1,0,0.2
Sao Tome and Principe,STP,1995,0.25,0.07,0.1,0.24,0.24,0.03,0,0.1,0,0.2
Sao Tome and Principe,STP,1996,0.25,0.07,0.1,0.24,0.24,0.03,0,0.1,0,0.2
Sao Tome and Principe,STP,1997,0.24,0.07,0.1,0.23,0.24,0.03,0,0.1,0,0.2
Sao Tome and Principe,STP,1998,0.24,0.07,0.1,0.23,0.24,0.03,0,0.1,0,0.19
Sao Tome and Principe,STP,1999,0.24,0.07,0.1,0.23,0.23,0.03,0,0.1,0,0.19
Sao Tome and Principe,STP,2000,0.24,0.07,0.1,0.23,0.24,0.03,0,0.1,0,0.19
Sao Tome and Principe,STP,2001,0.24,0.07,0.1,0.23,0.24,0.03,0,0.1,0,0.19
Sao Tome and Principe,STP,2002,0.24,0.07,0.1,0.23,0.24,0.03,0,0.1,0,0.2
Sao Tome and Principe,STP,2003,0.24,0.07,0.1,0.23,0.24,0.03,0,0.1,0,0.2
Sao Tome and Principe,STP,2004,0.25,0.07,0.1,0.23,0.24,0.03,0,0.1,0,0.2
Sao Tome and Principe,STP,2005,0.25,0.07,0.11,0.24,0.24,0.03,0,0.1,0,0.2
Sao Tome and Principe,STP,2006,0.25,0.07,0.11,0.24,0.24,0.03,0,0.1,0,0.2
Sao Tome and Principe,STP,2007,0.25,0.07,0.11,0.24,0.24,0.03,0,0.1,0,0.2
Sao Tome and Principe,STP,2008,0.25,0.07,0.11,0.24,0.25,0.03,0,0.1,0,0.2
Sao Tome and Principe,STP,2009,0.25,0.08,0.11,0.24,0.25,0.03,0,0.1,0,0.21
Sao Tome and Principe,STP,2010,0.26,0.08,0.11,0.25,0.25,0.04,0,0.1,0,0.21
Sao Tome and Principe,STP,2011,0.26,0.08,0.11,0.25,0.25,0.04,0,0.11,0,0.21
Sao Tome and Principe,STP,2012,0.26,0.08,0.11,0.25,0.26,0.04,0,0.11,0,0.21
Sao Tome and Principe,STP,2013,0.26,0.08,0.12,0.25,0.26,0.04,0,0.11,0,0.21
Sao Tome and Principe,STP,2014,0.27,0.08,0.12,0.26,0.26,0.04,0,0.11,0,0.21
Sao Tome and Principe,STP,2015,0.27,0.08,0.12,0.26,0.26,0.04,0,0.11,0,0.22
Sao Tome and Principe,STP,2016,0.28,0.08,0.12,0.26,0.27,0.04,0,0.11,0,0.22
Sao Tome and Principe,STP,2017,0.28,0.08,0.12,0.26,0.27,0.04,0,0.11,0,0.22
Sao Tome and Principe,STP,2018,0.28,0.08,0.13,0.27,0.27,0.04,0,0.11,0,0.22
Sao Tome and Principe,STP,2019,0.28,0.08,0.13,0.27,0.27,0.04,0,0.11,0,0.23
Saudi Arabia,SAU,1990,0.62,0.18,0.29,0.61,0.61,0.08,0,0.26,0,0.53
Saudi Arabia,SAU,1991,0.62,0.18,0.29,0.61,0.61,0.08,0,0.26,0,0.53
Saudi Arabia,SAU,1992,0.62,0.18,0.29,0.61,0.61,0.08,0,0.26,0,0.53
Saudi Arabia,SAU,1993,0.62,0.18,0.29,0.61,0.61,0.08,0,0.26,0,0.53
Saudi Arabia,SAU,1994,0.62,0.18,0.3,0.61,0.61,0.08,0,0.26,0,0.53
Saudi Arabia,SAU,1995,0.62,0.18,0.3,0.61,0.61,0.08,0,0.26,0,0.53
Saudi Arabia,SAU,1996,0.62,0.18,0.3,0.61,0.61,0.09,0,0.26,0,0.53
Saudi Arabia,SAU,1997,0.62,0.18,0.3,0.61,0.61,0.09,0,0.26,0,0.53
Saudi Arabia,SAU,1998,0.62,0.18,0.3,0.61,0.61,0.09,0,0.26,0,0.53
Saudi Arabia,SAU,1999,0.62,0.18,0.3,0.61,0.61,0.09,0,0.26,0,0.53
Saudi Arabia,SAU,2000,0.62,0.18,0.3,0.61,0.61,0.09,0,0.26,0,0.53
Saudi Arabia,SAU,2001,0.62,0.18,0.3,0.61,0.61,0.09,0,0.26,0,0.53
Saudi Arabia,SAU,2002,0.62,0.18,0.31,0.61,0.61,0.09,0,0.26,0,0.53
Saudi Arabia,SAU,2003,0.61,0.18,0.31,0.61,0.61,0.09,0,0.26,0,0.53
Saudi Arabia,SAU,2004,0.61,0.18,0.31,0.61,0.6,0.09,0,0.26,0,0.52
Saudi Arabia,SAU,2005,0.61,0.18,0.32,0.61,0.6,0.09,0,0.26,0,0.52
Saudi Arabia,SAU,2006,0.62,0.18,0.32,0.61,0.61,0.09,0,0.26,0,0.53
Saudi Arabia,SAU,2007,0.62,0.18,0.33,0.62,0.61,0.09,0,0.26,0,0.53
Saudi Arabia,SAU,2008,0.63,0.19,0.34,0.62,0.62,0.09,0,0.27,0,0.53
Saudi Arabia,SAU,2009,0.63,0.19,0.35,0.63,0.63,0.1,0,0.27,0,0.53
Saudi Arabia,SAU,2010,0.64,0.19,0.36,0.63,0.63,0.1,0,0.27,0,0.53
Saudi Arabia,SAU,2011,0.64,0.19,0.36,0.64,0.64,0.1,0,0.27,0,0.54
Saudi Arabia,SAU,2012,0.65,0.19,0.37,0.65,0.65,0.1,0,0.28,0,0.54
Saudi Arabia,SAU,2013,0.66,0.19,0.38,0.66,0.66,0.1,0,0.28,0,0.55
Saudi Arabia,SAU,2014,0.67,0.19,0.38,0.66,0.66,0.1,0,0.28,0,0.56
Saudi Arabia,SAU,2015,0.67,0.19,0.39,0.68,0.67,0.1,0,0.29,0,0.56
Saudi Arabia,SAU,2016,0.68,0.2,0.39,0.68,0.68,0.1,0,0.29,0,0.57
Saudi Arabia,SAU,2017,0.68,0.2,0.39,0.69,0.68,0.1,0,0.29,0,0.57
Saudi Arabia,SAU,2018,0.68,0.2,0.39,0.69,0.68,0.1,0,0.29,0,0.57
Saudi Arabia,SAU,2019,0.68,0.2,0.39,0.69,0.68,0.1,0,0.29,0,0.57
Scotland,,1990,0.87,0.23,0.34,0.76,0.85,0.12,0,0.36,0,0.67
Scotland,,1991,0.87,0.23,0.34,0.76,0.85,0.12,0,0.36,0,0.67
Scotland,,1992,0.88,0.24,0.34,0.76,0.85,0.12,0,0.36,0,0.67
Scotland,,1993,0.88,0.24,0.34,0.77,0.86,0.12,0,0.36,0,0.67
Scotland,,1994,0.89,0.24,0.34,0.77,0.87,0.13,0,0.36,0,0.68
Scotland,,1995,0.89,0.24,0.34,0.77,0.87,0.13,0,0.36,0,0.68
Scotland,,1996,0.9,0.25,0.34,0.78,0.88,0.13,0,0.37,0,0.69
Scotland,,1997,0.91,0.25,0.34,0.79,0.89,0.13,0,0.37,0,0.7
Scotland,,1998,0.92,0.25,0.34,0.8,0.9,0.13,0,0.38,0,0.71
Scotland,,1999,0.93,0.25,0.35,0.82,0.92,0.13,0,0.38,0,0.71
Scotland,,2000,0.94,0.26,0.35,0.82,0.93,0.13,0,0.39,0,0.72
Scotland,,2001,0.95,0.26,0.35,0.83,0.93,0.14,0,0.39,0,0.73
Scotland,,2002,0.96,0.26,0.35,0.84,0.93,0.14,0,0.4,0,0.74
Scotland,,2003,0.97,0.26,0.36,0.85,0.95,0.14,0,0.4,0,0.74
Scotland,,2004,0.98,0.27,0.36,0.86,0.96,0.15,0,0.41,0,0.75
Scotland,,2005,0.98,0.27,0.36,0.86,0.96,0.15,0,0.41,0,0.75
Scotland,,2006,0.99,0.27,0.36,0.86,0.97,0.15,0,0.41,0,0.77
Scotland,,2007,1,0.28,0.37,0.87,0.98,0.16,0,0.42,0,0.78
Scotland,,2008,1.02,0.28,0.37,0.88,0.99,0.16,0,0.42,0,0.8
Scotland,,2009,1.03,0.29,0.37,0.88,0.99,0.16,0,0.43,0,0.81
Scotland,,2010,1.03,0.29,0.37,0.88,1,0.16,0,0.43,0,0.82
Scotland,,2011,1.04,0.29,0.37,0.88,1,0.16,0,0.43,0,0.82
Scotland,,2012,1.04,0.29,0.37,0.89,1,0.16,0,0.43,0,0.82
Scotland,,2013,1.04,0.29,0.36,0.89,1.01,0.15,0,0.43,0,0.82
Scotland,,2014,1.04,0.3,0.36,0.89,1.01,0.15,0,0.43,0,0.82
Scotland,,2015,1.04,0.3,0.36,0.9,1.01,0.15,0,0.43,0,0.82
Scotland,,2016,1.05,0.3,0.36,0.9,1.02,0.15,0,0.43,0,0.83
Scotland,,2017,1.06,0.3,0.36,0.91,1.02,0.15,0,0.43,0,0.83
Scotland,,2018,1.06,0.3,0.36,0.92,1.03,0.16,0,0.44,0,0.84
Scotland,,2019,1.06,0.3,0.36,0.92,1.03,0.16,0,0.44,0,0.84
Senegal,SEN,1990,0.24,0.07,0.09,0.23,0.24,0.03,0,0.1,0,0.2
Senegal,SEN,1991,0.24,0.07,0.09,0.23,0.24,0.03,0,0.1,0,0.19
Senegal,SEN,1992,0.24,0.07,0.09,0.23,0.24,0.03,0,0.1,0,0.19
Senegal,SEN,1993,0.24,0.07,0.09,0.23,0.24,0.03,0,0.1,0,0.19
Senegal,SEN,1994,0.24,0.07,0.1,0.23,0.23,0.03,0,0.1,0,0.19
Senegal,SEN,1995,0.24,0.07,0.1,0.23,0.24,0.03,0,0.1,0,0.19
Senegal,SEN,1996,0.24,0.07,0.1,0.23,0.23,0.03,0,0.1,0,0.19
Senegal,SEN,1997,0.24,0.07,0.1,0.23,0.23,0.03,0,0.1,0,0.19
Senegal,SEN,1998,0.24,0.07,0.1,0.23,0.23,0.03,0,0.1,0,0.19
Senegal,SEN,1999,0.24,0.07,0.1,0.22,0.23,0.03,0,0.1,0,0.19
Senegal,SEN,2000,0.23,0.07,0.1,0.23,0.23,0.03,0,0.09,0,0.19
Senegal,SEN,2001,0.23,0.07,0.1,0.23,0.23,0.03,0,0.1,0,0.19
Senegal,SEN,2002,0.24,0.07,0.1,0.23,0.23,0.03,0,0.1,0,0.19
Senegal,SEN,2003,0.24,0.07,0.1,0.23,0.23,0.03,0,0.1,0,0.19
Senegal,SEN,2004,0.24,0.07,0.1,0.23,0.23,0.03,0,0.1,0,0.19
Senegal,SEN,2005,0.24,0.07,0.1,0.23,0.23,0.03,0,0.1,0,0.19
Senegal,SEN,2006,0.24,0.07,0.1,0.23,0.23,0.03,0,0.1,0,0.19
Senegal,SEN,2007,0.24,0.07,0.1,0.23,0.24,0.03,0,0.1,0,0.19
Senegal,SEN,2008,0.24,0.07,0.1,0.23,0.24,0.03,0,0.1,0,0.2
Senegal,SEN,2009,0.24,0.07,0.1,0.23,0.24,0.03,0,0.1,0,0.2
Senegal,SEN,2010,0.25,0.07,0.1,0.23,0.24,0.03,0,0.1,0,0.2
Senegal,SEN,2011,0.25,0.07,0.1,0.23,0.24,0.03,0,0.1,0,0.2
Senegal,SEN,2012,0.25,0.07,0.1,0.24,0.24,0.03,0,0.1,0,0.2
Senegal,SEN,2013,0.25,0.07,0.1,0.24,0.24,0.03,0,0.1,0,0.2
Senegal,SEN,2014,0.25,0.07,0.1,0.24,0.24,0.03,0,0.1,0,0.2
Senegal,SEN,2015,0.25,0.07,0.11,0.24,0.25,0.03,0,0.1,0,0.2
Senegal,SEN,2016,0.25,0.07,0.11,0.24,0.25,0.03,0,0.1,0,0.2
Senegal,SEN,2017,0.26,0.07,0.11,0.25,0.25,0.03,0,0.1,0,0.2
Senegal,SEN,2018,0.26,0.07,0.11,0.25,0.25,0.03,0,0.1,0,0.2
Senegal,SEN,2019,0.26,0.07,0.11,0.25,0.26,0.04,0,0.11,0,0.2
Serbia,SRB,1990,0.34,0.1,0.13,0.31,0.33,0.05,0,0.14,0,0.27
Serbia,SRB,1991,0.33,0.09,0.13,0.3,0.32,0.05,0,0.13,0,0.26
Serbia,SRB,1992,0.32,0.09,0.13,0.3,0.31,0.05,0,0.13,0,0.26
Serbia,SRB,1993,0.32,0.09,0.13,0.29,0.31,0.05,0,0.13,0,0.25
Serbia,SRB,1994,0.31,0.09,0.12,0.29,0.3,0.05,0,0.13,0,0.25
Serbia,SRB,1995,0.31,0.09,0.12,0.29,0.3,0.05,0,0.13,0,0.25
Serbia,SRB,1996,0.31,0.09,0.12,0.28,0.3,0.05,0,0.12,0,0.25
Serbia,SRB,1997,0.3,0.09,0.12,0.28,0.3,0.05,0,0.12,0,0.25
Serbia,SRB,1998,0.3,0.09,0.12,0.28,0.3,0.05,0,0.12,0,0.25
Serbia,SRB,1999,0.3,0.09,0.12,0.28,0.29,0.05,0,0.12,0,0.24
Serbia,SRB,2000,0.3,0.09,0.12,0.28,0.29,0.05,0,0.12,0,0.24
Serbia,SRB,2001,0.3,0.09,0.12,0.28,0.29,0.05,0,0.12,0,0.24
Serbia,SRB,2002,0.3,0.09,0.12,0.28,0.3,0.05,0,0.12,0,0.25
Serbia,SRB,2003,0.31,0.09,0.12,0.29,0.3,0.05,0,0.13,0,0.25
Serbia,SRB,2004,0.31,0.09,0.12,0.29,0.31,0.05,0,0.13,0,0.25
Serbia,SRB,2005,0.32,0.09,0.12,0.3,0.31,0.05,0,0.13,0,0.26
Serbia,SRB,2006,0.32,0.09,0.12,0.3,0.32,0.05,0,0.13,0,0.26
Serbia,SRB,2007,0.33,0.09,0.12,0.31,0.32,0.05,0,0.13,0,0.26
Serbia,SRB,2008,0.33,0.09,0.12,0.31,0.33,0.05,0,0.14,0,0.27
Serbia,SRB,2009,0.34,0.1,0.12,0.32,0.33,0.05,0,0.14,0,0.27
Serbia,SRB,2010,0.34,0.1,0.12,0.32,0.34,0.05,0,0.14,0,0.27
Serbia,SRB,2011,0.35,0.1,0.13,0.32,0.34,0.05,0,0.14,0,0.27
Serbia,SRB,2012,0.35,0.1,0.13,0.33,0.35,0.05,0,0.14,0,0.28
Serbia,SRB,2013,0.35,0.1,0.13,0.33,0.35,0.05,0,0.15,0,0.28
Serbia,SRB,2014,0.36,0.1,0.13,0.33,0.35,0.05,0,0.15,0,0.29
Serbia,SRB,2015,0.36,0.1,0.13,0.33,0.35,0.05,0,0.15,0,0.29
Serbia,SRB,2016,0.37,0.1,0.13,0.34,0.36,0.05,0,0.15,0,0.29
Serbia,SRB,2017,0.37,0.1,0.13,0.34,0.36,0.05,0,0.15,0,0.3
Serbia,SRB,2018,0.37,0.1,0.13,0.35,0.36,0.05,0,0.15,0,0.3
Serbia,SRB,2019,0.38,0.1,0.13,0.35,0.37,0.05,0,0.15,0,0.3
Seychelles,SYC,1990,0.31,0.09,0.14,0.3,0.3,0.05,0,0.13,0,0.25
Seychelles,SYC,1991,0.31,0.09,0.14,0.31,0.31,0.05,0,0.13,0,0.25
Seychelles,SYC,1992,0.32,0.09,0.15,0.31,0.31,0.05,0,0.13,0,0.25
Seychelles,SYC,1993,0.32,0.09,0.15,0.31,0.32,0.05,0,0.13,0,0.25
Seychelles,SYC,1994,0.32,0.09,0.15,0.32,0.32,0.05,0,0.13,0,0.25
Seychelles,SYC,1995,0.33,0.09,0.15,0.32,0.32,0.05,0,0.13,0,0.26
Seychelles,SYC,1996,0.33,0.1,0.15,0.32,0.32,0.05,0,0.14,0,0.26
Seychelles,SYC,1997,0.33,0.1,0.16,0.33,0.33,0.05,0,0.14,0,0.26
Seychelles,SYC,1998,0.33,0.1,0.16,0.33,0.33,0.05,0,0.14,0,0.27
Seychelles,SYC,1999,0.34,0.1,0.16,0.33,0.33,0.05,0,0.14,0,0.27
Seychelles,SYC,2000,0.34,0.1,0.16,0.34,0.33,0.05,0,0.14,0,0.27
Seychelles,SYC,2001,0.34,0.1,0.16,0.34,0.33,0.05,0,0.14,0,0.27
Seychelles,SYC,2002,0.34,0.1,0.16,0.34,0.33,0.05,0,0.14,0,0.27
Seychelles,SYC,2003,0.34,0.1,0.16,0.34,0.33,0.05,0,0.14,0,0.27
Seychelles,SYC,2004,0.34,0.1,0.16,0.33,0.33,0.05,0,0.14,0,0.27
Seychelles,SYC,2005,0.34,0.1,0.16,0.33,0.34,0.05,0,0.14,0,0.27
Seychelles,SYC,2006,0.34,0.1,0.16,0.33,0.34,0.05,0,0.14,0,0.27
Seychelles,SYC,2007,0.34,0.1,0.16,0.34,0.34,0.05,0,0.14,0,0.27
Seychelles,SYC,2008,0.34,0.1,0.16,0.34,0.34,0.05,0,0.14,0,0.27
Seychelles,SYC,2009,0.34,0.1,0.16,0.34,0.34,0.05,0,0.14,0,0.27
Seychelles,SYC,2010,0.34,0.1,0.16,0.34,0.34,0.05,0,0.14,0,0.28
Seychelles,SYC,2011,0.34,0.1,0.16,0.35,0.34,0.05,0,0.15,0,0.28
Seychelles,SYC,2012,0.35,0.1,0.16,0.35,0.35,0.05,0,0.15,0,0.28
Seychelles,SYC,2013,0.35,0.1,0.16,0.35,0.35,0.05,0,0.15,0,0.28
Seychelles,SYC,2014,0.36,0.11,0.16,0.36,0.36,0.05,0,0.15,0,0.28
Seychelles,SYC,2015,0.36,0.11,0.16,0.36,0.36,0.05,0,0.15,0,0.29
Seychelles,SYC,2016,0.37,0.11,0.16,0.37,0.36,0.05,0,0.15,0,0.29
Seychelles,SYC,2017,0.37,0.11,0.16,0.37,0.37,0.05,0,0.16,0,0.3
Seychelles,SYC,2018,0.38,0.11,0.16,0.38,0.37,0.06,0,0.16,0,0.3
Seychelles,SYC,2019,0.38,0.11,0.16,0.38,0.37,0.06,0,0.16,0,0.3
Sierra Leone,SLE,1990,0.22,0.06,0.09,0.21,0.21,0.03,0,0.09,0,0.18
Sierra Leone,SLE,1991,0.22,0.06,0.09,0.21,0.22,0.03,0,0.09,0,0.18
Sierra Leone,SLE,1992,0.22,0.06,0.08,0.21,0.22,0.03,0,0.09,0,0.18
Sierra Leone,SLE,1993,0.22,0.06,0.08,0.21,0.21,0.03,0,0.09,0,0.18
Sierra Leone,SLE,1994,0.22,0.06,0.08,0.21,0.21,0.03,0,0.09,0,0.18
Sierra Leone,SLE,1995,0.22,0.06,0.08,0.21,0.21,0.03,0,0.09,0,0.18
Sierra Leone,SLE,1996,0.22,0.06,0.08,0.2,0.21,0.03,0,0.09,0,0.18
Sierra Leone,SLE,1997,0.21,0.06,0.08,0.2,0.21,0.03,0,0.08,0,0.17
Sierra Leone,SLE,1998,0.21,0.06,0.08,0.19,0.2,0.03,0,0.08,0,0.17
Sierra Leone,SLE,1999,0.2,0.06,0.08,0.19,0.19,0.03,0,0.08,0,0.17
Sierra Leone,SLE,2000,0.2,0.06,0.08,0.19,0.19,0.03,0,0.08,0,0.16
Sierra Leone,SLE,2001,0.2,0.06,0.08,0.19,0.19,0.03,0,0.08,0,0.16
Sierra Leone,SLE,2002,0.2,0.06,0.08,0.18,0.19,0.03,0,0.08,0,0.16
Sierra Leone,SLE,2003,0.2,0.06,0.08,0.18,0.19,0.03,0,0.08,0,0.16
Sierra Leone,SLE,2004,0.2,0.06,0.08,0.18,0.19,0.03,0,0.08,0,0.16
Sierra Leone,SLE,2005,0.2,0.06,0.08,0.18,0.19,0.03,0,0.08,0,0.16
Sierra Leone,SLE,2006,0.2,0.06,0.08,0.18,0.19,0.03,0,0.08,0,0.16
Sierra Leone,SLE,2007,0.2,0.06,0.08,0.18,0.19,0.03,0,0.08,0,0.16
Sierra Leone,SLE,2008,0.2,0.06,0.08,0.19,0.19,0.03,0,0.08,0,0.16
Sierra Leone,SLE,2009,0.2,0.06,0.08,0.19,0.19,0.03,0,0.08,0,0.16
Sierra Leone,SLE,2010,0.2,0.06,0.08,0.19,0.2,0.03,0,0.08,0,0.17
Sierra Leone,SLE,2011,0.21,0.06,0.09,0.19,0.2,0.03,0,0.08,0,0.17
Sierra Leone,SLE,2012,0.21,0.06,0.09,0.2,0.2,0.03,0,0.08,0,0.17
Sierra Leone,SLE,2013,0.21,0.06,0.09,0.2,0.21,0.03,0,0.08,0,0.17
Sierra Leone,SLE,2014,0.21,0.06,0.09,0.2,0.21,0.03,0,0.09,0,0.17
Sierra Leone,SLE,2015,0.22,0.06,0.09,0.21,0.21,0.03,0,0.09,0,0.18
Sierra Leone,SLE,2016,0.22,0.06,0.1,0.21,0.21,0.03,0,0.09,0,0.18
Sierra Leone,SLE,2017,0.22,0.07,0.1,0.21,0.21,0.03,0,0.09,0,0.18
Sierra Leone,SLE,2018,0.22,0.07,0.1,0.21,0.21,0.03,0,0.09,0,0.18
Sierra Leone,SLE,2019,0.22,0.06,0.1,0.21,0.21,0.03,0,0.09,0,0.18
Singapore,SGP,1990,0.86,0.21,0.43,0.78,0.82,0.11,0,0.34,0,0.63
Singapore,SGP,1991,0.86,0.21,0.44,0.79,0.84,0.12,0,0.35,0,0.65
Singapore,SGP,1992,0.86,0.22,0.45,0.8,0.86,0.13,0,0.36,0,0.67
Singapore,SGP,1993,0.86,0.22,0.45,0.81,0.87,0.13,0,0.36,0,0.68
Singapore,SGP,1994,0.88,0.23,0.46,0.82,0.88,0.13,0,0.37,0,0.69
Singapore,SGP,1995,0.9,0.23,0.46,0.83,0.89,0.13,0,0.37,0,0.69
Singapore,SGP,1996,0.92,0.24,0.47,0.84,0.89,0.12,0,0.37,0,0.69
Singapore,SGP,1997,0.95,0.24,0.47,0.85,0.89,0.11,0,0.38,0,0.68
Singapore,SGP,1998,0.98,0.24,0.47,0.86,0.9,0.11,0,0.38,0,0.68
Singapore,SGP,1999,0.99,0.25,0.48,0.87,0.92,0.11,0,0.39,0,0.7
Singapore,SGP,2000,0.99,0.25,0.48,0.88,0.95,0.11,0,0.39,0,0.71
Singapore,SGP,2001,0.97,0.25,0.48,0.88,0.97,0.12,0,0.4,0,0.73
Singapore,SGP,2002,0.96,0.25,0.48,0.88,0.99,0.13,0,0.4,0,0.75
Singapore,SGP,2003,0.96,0.26,0.48,0.89,1.01,0.14,0,0.41,0,0.76
Singapore,SGP,2004,0.97,0.26,0.48,0.91,1.01,0.15,0,0.41,0,0.77
Singapore,SGP,2005,0.99,0.27,0.48,0.92,1,0.16,0,0.42,0,0.78
Singapore,SGP,2006,1.02,0.27,0.49,0.94,0.99,0.16,0,0.42,0,0.79
Singapore,SGP,2007,1.04,0.27,0.49,0.96,0.99,0.16,0,0.43,0,0.8
Singapore,SGP,2008,1.05,0.28,0.5,0.98,0.99,0.15,0,0.43,0,0.81
Singapore,SGP,2009,1.06,0.28,0.51,1,1.01,0.15,0,0.44,0,0.83
Singapore,SGP,2010,1.08,0.28,0.52,1,1.03,0.15,0,0.44,0,0.84
Singapore,SGP,2011,1.09,0.28,0.52,1,1.07,0.15,0,0.45,0,0.86
Singapore,SGP,2012,1.11,0.28,0.52,1.01,1.09,0.16,0,0.46,0,0.87
Singapore,SGP,2013,1.13,0.28,0.52,1.02,1.1,0.16,0,0.46,0,0.88
Singapore,SGP,2014,1.15,0.28,0.52,1.03,1.11,0.16,0,0.47,0,0.88
Singapore,SGP,2015,1.17,0.29,0.51,1.05,1.12,0.16,0,0.48,0,0.88
Singapore,SGP,2016,1.2,0.29,0.51,1.08,1.15,0.15,0,0.48,0,0.89
Singapore,SGP,2017,1.23,0.3,0.5,1.1,1.18,0.15,0,0.49,0,0.89
Singapore,SGP,2018,1.24,0.3,0.49,1.11,1.2,0.15,0,0.5,0,0.89
Singapore,SGP,2019,1.25,0.3,0.48,1.12,1.22,0.14,0,0.5,0,0.88
Slovakia,SVK,1990,0.38,0.11,0.16,0.35,0.37,0.06,0,0.16,0,0.3
Slovakia,SVK,1991,0.38,0.1,0.16,0.35,0.37,0.05,0,0.15,0,0.3
Slovakia,SVK,1992,0.37,0.1,0.15,0.35,0.36,0.05,0,0.15,0,0.29
Slovakia,SVK,1993,0.37,0.1,0.15,0.34,0.36,0.05,0,0.15,0,0.29
Slovakia,SVK,1994,0.37,0.1,0.15,0.34,0.36,0.05,0,0.15,0,0.29
Slovakia,SVK,1995,0.37,0.1,0.15,0.34,0.36,0.05,0,0.15,0,0.29
Slovakia,SVK,1996,0.37,0.1,0.15,0.34,0.36,0.05,0,0.15,0,0.29
Slovakia,SVK,1997,0.37,0.1,0.15,0.34,0.36,0.06,0,0.15,0,0.29
Slovakia,SVK,1998,0.37,0.1,0.15,0.35,0.36,0.06,0,0.15,0,0.29
Slovakia,SVK,1999,0.37,0.1,0.16,0.35,0.36,0.06,0,0.15,0,0.29
Slovakia,SVK,2000,0.37,0.1,0.16,0.35,0.36,0.06,0,0.15,0,0.3
Slovakia,SVK,2001,0.37,0.1,0.16,0.35,0.37,0.06,0,0.15,0,0.3
Slovakia,SVK,2002,0.38,0.11,0.16,0.35,0.37,0.06,0,0.16,0,0.3
Slovakia,SVK,2003,0.38,0.11,0.16,0.36,0.38,0.06,0,0.16,0,0.31
Slovakia,SVK,2004,0.39,0.11,0.16,0.36,0.38,0.06,0,0.16,0,0.31
Slovakia,SVK,2005,0.4,0.11,0.16,0.37,0.38,0.06,0,0.16,0,0.31
Slovakia,SVK,2006,0.4,0.11,0.17,0.37,0.39,0.06,0,0.16,0,0.32
Slovakia,SVK,2007,0.41,0.11,0.17,0.38,0.4,0.06,0,0.17,0,0.32
Slovakia,SVK,2008,0.42,0.11,0.17,0.39,0.41,0.06,0,0.17,0,0.33
